所管,組織,項目1,項目2,令和3年度要求額(千円)
内閣府,内閣本府,地方創生支援費,情報処理業務庁費,15062.0
内閣府,内閣本府,地方創生支援費,地方創生支援委託費,757674.0
内閣府,内閣本府,地方創生支援費,地方創生支援事業費補助金,629084.0
内閣府,内閣本府,遺棄化学兵器廃棄処理事業費,非常勤職員手当,132619.0
内閣府,内閣本府,遺棄化学兵器廃棄処理事業費,諸謝金,253.0
内閣府,内閣本府,遺棄化学兵器廃棄処理事業費,遺棄化学兵器廃棄処理業務旅費,74963.0
内閣府,内閣本府,遺棄化学兵器廃棄処理事業費,委員等旅費,93.0
内閣府,内閣本府,遺棄化学兵器廃棄処理事業費,遺棄化学兵器廃棄処理業務庁費,336767.0
内閣府,内閣本府,遺棄化学兵器廃棄処理事業費,遺棄化学兵器廃棄処理事業等委託費,4.9822342E7
内閣府,内閣本府,防災政策費,非常勤職員手当,17388.0
内閣府,内閣本府,防災政策費,職員旅費,20297.0
内閣府,内閣本府,防災政策費,委員等旅費,3481.0
内閣府,内閣本府,防災政策費,災害関係調査費,1580823.0
内閣府,内閣本府,防災政策費,中央防災通信維持費,721890.0
内閣府,内閣本府,防災政策費,各所修繕,11765.0
内閣府,内閣本府,防災政策費,自動車重量税,92.0
内閣府,内閣本府,防災政策費,被災者生活再建支援金補助金,600000.0
内閣府,内閣本府,防災政策費,特定地震防災対策施設運営費補助金,251228.0
内閣府,内閣本府,防災政策費,災害救助費等負担金,3240000.0
内閣府,内閣本府,防災政策費,災害弔慰金等負担金,140000.0
内閣府,内閣本府,防災政策費,国際防災戦略事務局拠出金,85622.0
内閣府,内閣本府,防災政策費,災害援護貸付金,150000.0
内閣府,内閣本府,電源開発促進税財源原子力安全規制対策費エネルギー対策特別会計へ繰入,電源開発促進税財源のエネルギー対策特別会計へ繰入,9456000.0
内閣府,内閣本府,沖縄政策費,委員手当,92.0
内閣府,内閣本府,沖縄政策費,諸謝金,2768.0
内閣府,内閣本府,沖縄政策費,職員旅費,8316.0
内閣府,内閣本府,沖縄政策費,委員等旅費,1129.0
内閣府,内閣本府,沖縄政策費,庁費,40493.0
内閣府,内閣本府,沖縄政策費,情報処理業務庁費,11678.0
内閣府,内閣本府,沖縄政策費,沖縄安全対策業務庁費,730294.0
内閣府,内閣本府,沖縄政策費,沖縄振興関係調査費,0.0
内閣府,内閣本府,沖縄政策費,沖縄振興開発調査委託費,419496.0
内閣府,内閣本府,沖縄政策費,鉄軌道等導入課題詳細調査委託費,100000.0
内閣府,内閣本府,沖縄政策費,沖縄型産業中核人材育成事業委託費,327647.0
内閣府,内閣本府,沖縄政策費,交通環境等改善調査委託費,75000.0
内閣府,内閣本府,沖縄政策費,所有者不明土地実態調査等委託費,56102.0
内閣府,内閣本府,沖縄政策費,対馬丸遭難学童遺族特別支出金支給事務委託費,430.0
内閣府,内閣本府,沖縄政策費,位置境界明確化調査等委託費,4430.0
内閣府,内閣本府,沖縄政策費,駐留軍用地跡地利用推進事業費補助金,76167.0
内閣府,内閣本府,沖縄政策費,沖縄離島活性化推進事業費補助金,1480000.0
内閣府,内閣本府,沖縄政策費,沖縄離島生活環境基盤整備推進費補助金,1069000.0
内閣府,内閣本府,沖縄政策費,沖縄国際物流拠点活用推進事業費補助金,913458.0
内閣府,内閣本府,沖縄政策費,沖縄情報通信技術利活用推進事業費補助金,288000.0
内閣府,内閣本府,沖縄政策費,沖縄産業創出支援事業費補助金,260164.0
内閣府,内閣本府,沖縄政策費,沖縄子供の貧困緊急対策事業費補助金,1460198.0
内閣府,内閣本府,沖縄政策費,沖縄雇用促進・人材育成等推進事業費補助金,196560.0
内閣府,内閣本府,沖縄政策費,沖縄観光防災力強化支援事業費補助金,950000.0
内閣府,内閣本府,沖縄政策費,沖縄製糖業体制強化対策整備費補助金,922662.0
内閣府,内閣本府,沖縄政策費,対馬丸平和祈念事業推進費補助金,19625.0
内閣府,内閣本府,沖縄政策費,沖縄科学技術大学院大学学園補助金,1.6872126E7
内閣府,内閣本府,沖縄政策費,沖縄科学技術大学院大学学園施設整備費補助金,2132143.0
内閣府,内閣本府,沖縄政策費,不発弾等処理交付金,2645402.0
内閣府,内閣本府,沖縄政策費,沖縄振興開発金融公庫補給金,2024582.0
内閣府,内閣本府,沖縄政策費,対馬丸遭難学童遺族特別支出金,1377.0
内閣府,内閣本府,沖縄政策費,沖縄振興開発金融公庫出資金,0.0
内閣府,内閣本府,沖縄振興交付金事業推進費,沖縄振興特別推進交付金,5.037E7
内閣府,内閣本府,沖縄振興交付金事業推進費,沖縄振興公共投資交付金,4.7732E7
内閣府,内閣本府,沖縄振興特定事業推進費,沖縄振興特定事業推進費補助金,8500000.0
内閣府,内閣本府,沖縄北部連携促進特別振興事業費,職員旅費,2746.0
内閣府,内閣本府,沖縄北部連携促進特別振興事業費,沖縄北部連携促進特別振興事業費補助金,3447254.0
内閣府,内閣本府,沖縄振興推進調査費,(沖縄振興推進調査費),40000.0
内閣府,内閣本府,沖縄教育振興事業費,公立学校施設整備費負担金,1076058.0
内閣府,内閣本府,沖縄教育振興事業費,学校施設環境改善交付金,6920242.0
内閣府,内閣本府,沖縄保健衛生諸費,諸謝金,672.0
内閣府,内閣本府,沖縄保健衛生諸費,委員等旅費,1515.0
内閣府,内閣本府,沖縄国立大学法人施設整備費,沖縄国立大学法人健康医療拠点施設整備費補助金,9457339.0
内閣府,内閣本府,沖縄開発事業費,国有林野内治山事業費,34000.0
内閣府,内閣本府,沖縄開発事業費,堰堤維持費,2531287.0
内閣府,内閣本府,沖縄開発事業費,治水営繕宿舎費,13985.0
内閣府,内閣本府,沖縄開発事業費,道路更新防災対策事業費,220000.0
内閣府,内閣本府,沖縄開発事業費,地域連携道路事業費,6106000.0
内閣府,内閣本府,沖縄開発事業費,道路交通円滑化事業費,2.122E7
内閣府,内閣本府,沖縄開発事業費,道路維持管理費,5590000.0
内閣府,内閣本府,沖縄開発事業費,道路整備営繕宿舎費,155000.0
内閣府,内閣本府,沖縄開発事業費,港湾改修費,1.475655E7
内閣府,内閣本府,沖縄開発事業費,港湾作業船整備費,16600.0
内閣府,内閣本府,沖縄開発事業費,港湾営繕宿舎費,29341.0
内閣府,内閣本府,沖縄開発事業費,道路交通安全施設等整備事業費,2640000.0
内閣府,内閣本府,沖縄開発事業費,交通事故重点対策道路事業費,3000000.0
内閣府,内閣本府,沖縄開発事業費,無電柱化推進事業費,1020000.0
内閣府,内閣本府,沖縄開発事業費,道路環境営繕宿舎費,4000.0
内閣府,内閣本府,沖縄開発事業費,国営公園整備費,2030000.0
内閣府,内閣本府,沖縄開発事業費,国営公園維持管理費,1833173.0
内閣府,内閣本府,沖縄開発事業費,国営公園営繕宿舎費,2040.0
内閣府,内閣本府,沖縄開発事業費,かんがい排水事業費,6396784.0
内閣府,内閣本府,沖縄開発事業費,国営造成施設管理費,64245.0
内閣府,内閣本府,沖縄開発事業費,総合農地防災事業費,26132.0
内閣府,内閣本府,沖縄開発事業費,農業農村整備営繕宿舎費,69683.0
内閣府,内閣本府,沖縄開発事業費,特定漁港漁場整備費,690000.0
内閣府,内閣本府,沖縄開発事業費,海岸事業調査費,7700.0
内閣府,内閣本府,沖縄開発事業費,治水事業調査費,17000.0
内閣府,内閣本府,沖縄開発事業費,道路調査費,10000.0
内閣府,内閣本府,沖縄開発事業費,港湾事業調査費,12000.0
内閣府,内閣本府,沖縄開発事業費,農業農村整備事業調査費,3197.0
内閣府,内閣本府,沖縄開発事業費,治山事業費補助,329000.0
内閣府,内閣本府,沖縄開発事業費,地域連携道路事業費補助,3573000.0
内閣府,内閣本府,沖縄開発事業費,道路更新防災等対策事業費補助,1500000.0
内閣府,内閣本府,沖縄開発事業費,道路維持費補助,34000.0
内閣府,内閣本府,沖縄開発事業費,港湾改修費補助,1335600.0
内閣府,内閣本府,沖縄開発事業費,道路交通安全施設等整備事業費補助,52000.0
内閣府,内閣本府,沖縄開発事業費,無電柱化推進事業費補助,395000.0
内閣府,内閣本府,沖縄開発事業費,水道施設整備費補助,3300000.0
内閣府,内閣本府,沖縄開発事業費,農業農村整備事業費補助,7792091.0
内閣府,内閣本府,沖縄開発事業費,森林環境保全整備事業費補助,294000.0
内閣府,内閣本府,沖縄開発事業費,水産基盤整備事業費補助,4264443.0
内閣府,内閣本府,沖縄開発事業費,道路調査費補助,10000.0
内閣府,内閣本府,沖縄開発事業費,水産基盤整備調査費補助,8000.0
内閣府,内閣本府,沖縄開発事業費,循環型社会形成推進交付金,1340000.0
内閣府,内閣本府,沖縄開発事業費,社会資本整備総合交付金,1.598E7
内閣府,内閣本府,沖縄開発事業費,防災・安全社会資本整備交付金,4332000.0
内閣府,内閣本府,沖縄開発事業費,位置境界不明地域市町村道特別交付金,0.0
内閣府,内閣本府,沖縄北部連携促進特別振興対策特定開発事業推進費,(沖縄北部連携促進特別振興対策特定開発事業推進費),2619000.0
内閣府,内閣本府,共生社会政策費,非常勤職員手当,24024.0
内閣府,内閣本府,共生社会政策費,諸謝金,1061547.0
内閣府,内閣本府,共生社会政策費,職員旅費,23988.0
内閣府,内閣本府,共生社会政策費,委員等旅費,11925.0
内閣府,内閣本府,共生社会政策費,青年海外派遣旅費,1920.0
内閣府,内閣本府,共生社会政策費,庁費,72855.0
内閣府,内閣本府,共生社会政策費,情報処理業務庁費,23312.0
内閣府,内閣本府,共生社会政策費,青年の船運航費,780256.0
内閣府,内閣本府,共生社会政策費,地域子供の未来応援交付金,150040.0
内閣府,内閣本府,栄典行政費,情報処理業務庁費,27721.0
内閣府,内閣本府,栄典行政費,電子計算機等借料,14054.0
内閣府,内閣本府,栄典行政費,褒賞品製造費,2715520.0
内閣府,内閣本府,男女共同参画社会形成促進費,非常勤職員手当,19035.0
内閣府,内閣本府,男女共同参画社会形成促進費,委員手当,0.0
内閣府,内閣本府,男女共同参画社会形成促進費,諸謝金,223665.0
内閣府,内閣本府,男女共同参画社会形成促進費,職員旅費,27089.0
内閣府,内閣本府,男女共同参画社会形成促進費,委員等旅費,9237.0
内閣府,内閣本府,男女共同参画社会形成促進費,庁費,38493.0
内閣府,内閣本府,男女共同参画社会形成促進費,情報処理業務庁費,22398.0
内閣府,内閣本府,男女共同参画社会形成促進費,地域女性活躍推進交付金,150000.0
内閣府,内閣本府,男女共同参画社会形成促進費,性暴力・配偶者暴力被害者等支援交付金,475992.0
内閣府,内閣本府,食品安全政策費,委員手当,106.0
内閣府,内閣本府,食品安全政策費,諸謝金,675.0
内閣府,内閣本府,食品安全政策費,職員旅費,9831.0
内閣府,内閣本府,食品安全政策費,委員等旅費,11587.0
内閣府,内閣本府,食品安全政策費,外国人招へい旅費,4437.0
内閣府,内閣本府,食品安全政策費,庁費,41950.0
内閣府,内閣本府,食品安全政策費,食品安全関係調査費,59582.0
内閣府,内閣本府,食品安全政策費,食品健康影響評価技術研究委託費,199520.0
内閣府,内閣本府,公益法人制度適正運営推進費,職員旅費,6223.0
内閣府,内閣本府,公益法人制度適正運営推進費,委員等旅費,6223.0
内閣府,内閣本府,公益法人制度適正運営推進費,庁費,31327.0
内閣府,内閣本府,公益法人制度適正運営推進費,情報処理業務庁費,111410.0
内閣府,内閣本府,経済社会総合研究所,職員基本給,741973.0
内閣府,内閣本府,経済社会総合研究所,職員諸手当,386377.0
内閣府,内閣本府,経済社会総合研究所,超過勤務手当,41778.0
内閣府,内閣本府,経済社会総合研究所,非常勤職員手当,19063.0
内閣府,内閣本府,経済社会総合研究所,短時間勤務職員給与,60522.0
内閣府,内閣本府,経済社会総合研究所,児童手当,4440.0
内閣府,内閣本府,経済社会総合研究所,諸謝金,16790.0
内閣府,内閣本府,経済社会総合研究所,職員旅費,13449.0
内閣府,内閣本府,経済社会総合研究所,委員等旅費,10297.0
内閣府,内閣本府,経済社会総合研究所,情報処理業務庁費,131857.0
内閣府,内閣本府,経済社会総合研究所,景気動向調査費,132027.0
内閣府,内閣本府,経済社会総合研究所,試験研究費,377915.0
内閣府,内閣本府,経済社会総合研究所,経済調査等地方公共団体委託費,24450.0
内閣府,内閣本府,経済社会総合研究所,経済調査等委託費,153468.0
内閣府,内閣本府,迎賓施設運営費,諸謝金,16561.0
