行政区域コード,公共施設大分類,公共施設小分類,名称,所在地,管理者コード,原典資料名,Lon,Lat
13215,19,19002,四軒在家福祉館,谷保6775,3,数値地図画像,139.42808962,35.68289797
13215,19,19002,西福祉館,西2-17-32,3,数値地図画像,139.62764385,35.36951195
13215,19,19002,青柳福祉センター,青柳244,3,数値地図画像,140.35763535,38.30028436
13215,19,19002,立東福祉館,北3-23-1,3,数値地図画像,139.73169232,35.58368113
13220,19,19002,東大和市立向原老人福祉館,向原3-10,3,数値地図画像,140.87843725,38.31094863
13220,19,19002,東大和市立上北台老人福祉館,上北台2-865-9,3,数値地図画像,
13220,19,19002,東大和市立南街老人福祉館,南街6-30-1,3,数値地図画像,139.42959570,35.73651129
13221,19,19002,旭が丘老人いこいの家,旭が丘2-5-4,3,数値地図画像,139.37061182,35.65912991
13221,19,19002,稲荷台老人いこいの家,中清戸5-89-57,3,数値地図画像,139.53519322,35.77741764
13221,19,19002,元町老人いこいの家,元町2-9-5,3,数値地図画像,135.49699419,34.66130208
13221,19,19002,松山老人いこいの家,松山1-26-1,3,数値地図画像,139.51782291,35.76929878
13221,19,19002,上清戸老人いこいの家,上清戸2-12-18,3,数値地図画像,139.52283064,35.78170291
13221,19,19002,竹丘老人いこいの家,竹丘2-3-1,3,数値地図画像,139.50747117,35.76543234
13221,19,19002,中清戸中央老人いこいの家,中清戸2-694-1,3,数値地図画像,
13221,19,19002,中里やすらぎの家,中里4-788,3,数値地図画像,
13221,19,19002,中里老人いこいの家,中里1-1725-1,3,数値地図画像,139.51394814,35.77971962
13221,19,19002,梅園老人いこいの家,梅園3-17-15,3,数値地図画像,139.50064940,35.77403945
13221,19,19002,野塩老人いこいの家,野塩2-387,3,数値地図画像,139.50205196,35.78130803
13222,19,19002,八幡町地区センター,八幡町2-7-61,3,数値地図画像,139.51522357,35.75358111
13225,19,19002,稲城市立老人福祉館,矢野口1780,3,数値地図画像,139.51892135,35.63510800
13225,19,19002,第三文化センター内老人コーナー,平尾1-20-5,3,数値地図画像,139.49255791,35.61312184
13227,19,19002,羽村市老人福祉館神明苑,神明台1-16-6,3,数値地図画像,139.32024337,35.75502300
13229,19,19002,西東京市老人憩いの家,南町3-18-40,3,数値地図画像,139.54272259,35.72249365
13307,19,19002,檜原村福祉センター,420,3,数値地図画像,139.98057705,35.87185048
13308,19,19002,奥多摩町地域福祉集会所,棚沢446,3,数値地図画像,139.12694007,35.81647923
13308,19,19002,奥多摩町福祉会館,氷川199-ロ,3,数値地図画像,
13361,19,19002,クダッチ老人福祉館,差木地字小坂1007-21,3,数値地図画像,
13361,19,19002,波浮港老人福祉館,波浮港6,3,数値地図画像,139.44119055,34.68673071
13381,19,19002,三宅村伊ケ谷老人福祉館,伊ケ谷330,3,数値地図画像,139.49112013,34.09989592
13381,19,19002,三宅村伊豆老人福祉館,伊豆1054,3,数値地図画像,139.50097974,34.11401946
13381,19,19002,三宅村神着老人福祉館,神着197,3,数値地図画像,139.52203033,34.12055261
13382,19,19002,御蔵島村老人福祉会館,字家の下,3,数値地図画像,141.22525303,38.43879921
13401,19,19002,坂上老人福祉,中之郷2295,3,数値地図画像,137.55095446,34.70457066
13112,19,19003,老人休養ホームふじみ荘,上用賀6-2-13,3,数値地図画像,139.62634950,35.63388668
13104,19,19004,ひまわりホーム新宿,上落合2-10-6,4,数値地図画像,139.62735731,35.88978042
13104,19,19004,グランダ目白・新宿,下落合2-22-20,4,数値地図画像,139.70210368,35.71974530
13108,19,19004,ローズ・ガーデン,平野1-2-20,4,数値地図画像,139.79899024,35.67802754
13110,19,19004,グラニー学芸大・目黒,中央町2-20-11,4,数値地図画像,139.68872755,35.63233825
13110,19,19004,グランダ八雲・目黒,八雲3-4-21,4,数値地図画像,139.66712416,35.61938360
13110,19,19004,民間有料老人ホームマミーズホーム,中町1-27-17青木ビル3F・4F,4,数値地図画像,139.69627147,35.62909992
13111,19,19004,ひまわりホーム雪谷,東雪谷5-8-8,4,数値地図画像,139.69535339,35.58994324
13111,19,19004,グラニー雲ヶ谷・大田,雪ヶ谷3-10-9,4,数値地図画像,
13111,19,19004,ベストライフ南東京,仲六郷1-4-9,4,数値地図画像,139.71300666,35.55437907
13111,19,19004,ライフコミューン大森,大森東4-35-16,4,数値地図画像,139.73651518,35.56667800
13112,19,19004,グラニー千歳船橋・世田谷,桜丘4-19-41,4,数値地図画像,139.62228006,35.64277703
13112,19,19004,グラニー二子玉川・世田谷,玉川4-4-7,4,数値地図画像,139.62682556,35.61583089
13112,19,19004,グランダ松原・世田谷,松原6-16-18,4,数値地図画像,139.65117704,35.66030352
13112,19,19004,サクラビア成城,成城8-22-1,4,数値地図画像,139.59577635,35.64875053
13112,19,19004,フランシスコヴィラ,上用賀3-19-8,4,数値地図画像,139.62941868,35.63301464
13112,19,19004,ベネッセホームくらら芦花公園,粕谷1-8-4,4,数値地図画像,139.61053313,35.65936082
13112,19,19004,ベネッセホームくらら千歳船橋,桜丘5-16-7,4,数値地図画像,139.62259662,35.64473510
13112,19,19004,ベネッセホームくらら二子玉川,鎌田3-14-5,4,数値地図画像,139.61388775,35.62057457
13112,19,19004,ロイヤルライフ奥沢,奥沢3-33-13,4,数値地図画像,139.67250774,35.60318573
13113,19,19004,セントラルホーム松涛,松涛2-11-12,4,数値地図画像,139.69010988,35.65919633
13114,19,19004,シルバーヴィラ哲学堂,沼袋2-12-12,4,数値地図画像,139.66811202,35.72294398
13114,19,19004,雪五庵,中野2-21-6,4,数値地図画像,139.66803786,35.70339340
13115,19,19004,アライブ杉並松庵,松庵2-15-12,4,数値地図画像,139.59472192,35.69787260
13115,19,19004,グラニー阿佐ヶ谷・杉並,成田東5-12-19,4,数値地図画像,139.62987458,35.70104540
13115,19,19004,ライフ＆シニアハウス井草,井草4-6-20,4,数値地図画像,139.61263877,35.72552000
13115,19,19004,ライフコミューン杉並松庵,松庵2-22-28,4,数値地図画像,139.59244989,35.69781700
13115,19,19004,ライフニクス高井戸,高井戸東4-12-31,4,数値地図画像,139.61914807,35.69104072
13116,19,19004,サン・ラポール目白,南長崎2-17-12,4,数値地図画像,139.69106270,35.72591097
13117,19,19004,シルバーヴィラ駒込,西ケ原1-45-1,4,数値地図画像,139.74308818,35.74187157
13119,19,19004,ナースィングホームひまわり板橋,上板橋2-20-12,4,数値地図画像,139.67081550,35.76482811
13119,19,19004,板橋やすらぎの園,坂下2-15-11,4,数値地図画像,139.67930296,35.78312617
13119,19,19004,板橋やすらぎの園２号館,相生町11-10,4,数値地図画像,136.06859377,35.65476019
13120,19,19004,シルバーシティ石神井,関町東1-16-14,4,数値地図画像,139.58244407,35.72562751
13120,19,19004,シルバーヴィラ向山,向山3-7-11,4,数値地図画像,139.64398830,35.74116352
13120,19,19004,シルバーヴィラ石神井,関町東1-15-12,4,数値地図画像,139.58256349,35.72610524
13120,19,19004,ライフコミューン石神井公園,高野台3-17-18,4,数値地図画像,139.61459336,35.74561502
13120,19,19004,ライフコミューン豊島園,早宮4-37-26,4,数値地図画像,139.64923202,35.74800732
13120,19,19004,光が丘パークヴィラ,旭町2-9-13,4,数値地図画像,139.43480430,35.55840424
13120,19,19004,東電ライフサポート(株)もみの樹・練馬,平和台2-50,4,数値地図画像,139.65886399,35.76067830
13121,19,19004,ウェルハイム・東京,佐野2-16-1,4,数値地図画像,139.84006696,35.78714906
13121,19,19004,シルバータウン縁苑,西保木間2-5-16,4,数値地図画像,139.79798660,35.80011107
13121,19,19004,シルバータウン保木間,保木間4-14-1,4,数値地図画像,139.80334728,35.80013067
13121,19,19004,ドーミー北綾瀬,加平1-1-23,4,数値地図画像,139.82517960,35.77594485
13121,19,19004,ハートランド健生苑,栗原4-23-17,4,数値地図画像,139.78579358,35.78756213
13121,19,19004,ハートランド明生苑,保木間4-3-5,4,数値地図画像,139.80242797,35.79813087
13121,19,19004,第３シルバータウン,南花畑4-19-10,4,数値地図画像,139.82059601,35.79632851
13121,19,19004,第５シルバータウン,保木間5-2-20,4,数値地図画像,139.80276398,35.80058615
13121,19,19004,第６シルバータウン,南花畑2-12-12,4,数値地図画像,139.82175726,35.78840168
13121,19,19004,第７シルバータウン,鹿浜1-21-5,4,数値地図画像,139.75536885,35.77794289
13121,19,19004,第８シルバータウン,入谷8-1-20,4,数値地図画像,139.75923699,35.80431210
13122,19,19004,ＳＩＬＶＥＲＳＵＰＰＯＲＴコスモス,奥戸9-16-2,4,数値地図画像,139.86946900,35.73768365
13122,19,19004,サニーライフ東京,西新小岩3-37-28,4,数値地図画像,139.84642193,35.72228458
13122,19,19004,ライフコミューン亀有,亀有2-32-16,4,数値地図画像,139.84920869,35.76011663
13122,19,19004,ライフコミューン新小岩,新小岩3-10-16,4,数値地図画像,139.86530388,35.71657441
13122,19,19004,亀有ケアコミュニティそよ風,亀有1-12-3,4,数値地図画像,139.84641457,35.75813351
13123,19,19004,ケアレジデンス東京アネックス,南篠崎町1-6-14,4,数値地図画像,139.90315395,35.69501630
13123,19,19004,ベストライフ江戸川,西葛西7-11-6,4,数値地図画像,139.85973124,35.66141136
13123,19,19004,申孝園ロータスヴィラ,一之江6-19-18,4,数値地図画像,139.87709815,35.68936202
13123,19,19004,悠楽里えどがわ,中央4-24-9,4,数値地図画像,139.66872403,35.70064098
13201,19,19004,アメニティーライフ八王子,上壱分方町71-2,4,数値地図画像,139.28207127,35.68484975
13201,19,19004,アルジャンメゾン紅海,東中野196-5,4,数値地図画像,139.41272294,35.64036639
13201,19,19004,ウェルハイム八王子,中野上町1-2-2,4,数値地図画像,139.33099274,35.66766696
13201,19,19004,シルバービレッジ西東京,宮下町500,4,数値地図画像,139.30698503,35.70498155
13201,19,19004,シルバービレッジ中央,叶谷町1777,4,数値地図画像,139.30839185,35.66977727
13201,19,19004,シルバービレッジ八王子,大和田町7-8-5,4,数値地図画像,
13201,19,19004,ジョイステージ八王子,横川町924-2,4,数値地図画像,139.29512659,35.66343597
13201,19,19004,ライフブランカ,小比企町1354-4,4,数値地図画像,139.32469973,35.64209467
13201,19,19004,レストヴィラ堀之内,堀之内3-30-9,4,数値地図画像,139.40103275,35.62672886
13201,19,19004,八王子同友会・長寿の森,上川町1620,4,数値地図画像,139.25595632,35.70617716
13202,19,19004,サンビナス立川,富士見町1-33-3,4,数値地図画像,139.39460277,35.70232542
13202,19,19004,立川桜湯園,柴崎町4-2-23,4,数値地図画像,
13203,19,19004,シルバーヴィラ武蔵境,境南町2-8-19,4,数値地図画像,139.54385131,35.70046287
13203,19,19004,シルバーヴィラ武蔵野,緑町3-3-10,4,数値地図画像,139.76856319,35.97474563
13203,19,19004,敬老園ロイヤルヴィラ東京武蔵野,西久保3-2-3,4,数値地図画像,139.56274357,35.71148978
13204,19,19004,サンビレッジ三鷹,下連雀3-18-13,4,数値地図画像,139.56246916,35.69791077
13204,19,19004,ビバリー・コート三鷹,下連雀8-4-18,4,数値地図画像,139.56746084,35.68437622
13204,19,19004,ベネッセホームくらら三鷹,野崎1-15-18,4,数値地図画像,139.55168456,35.68248444
13206,19,19004,ヘルス・ケア・ヴィア府中,本町7-18-2,4,数値地図画像,139.45124280,35.52791883
13207,19,19004,昭島桜湯園,美堀町2-1-6,4,数値地図画像,139.36525769,35.72368613
13208,19,19004,サン・ラポール調布,国領町8-9-3,4,数値地図画像,
13208,19,19004,サンシティ調布,緑ケ丘2-14-1,4,数値地図画像,139.31855988,35.76475516
13208,19,19004,デンマークＩＮＮ深大寺,深大寺東町8-14-2,4,数値地図画像,139.55468991,35.68035141
13209,19,19004,「サンシティ町田」,小野路町1611-2,4,数値地図画像,139.44613297,35.59533954
13209,19,19004,グラニー玉川学園・町田,玉川学園8-9-25,4,数値地図画像,139.46256030,35.56004909
13209,19,19004,グランダ町田,森野2-14-19,4,数値地図画像,139.44164295,35.54716927
13209,19,19004,ロイヤルライフ多摩,下小山田町1461,4,数値地図画像,139.42303745,35.60456823
13210,19,19004,小金井パーク・ヴィラ,関野町2-6-4,4,数値地図画像,139.51471433,35.71378292
13211,19,19004,ナースィングホームひまわり国分寺,上水南町3-9-8,4,数値地図画像,139.49113025,35.71245463
13211,19,19004,花こがねい,花小金井6-163-2,4,数値地図画像,
13212,19,19004,ベストライフ日野,南平1-36-1,4,数値地図画像,139.40786699,35.66249424
13212,19,19004,高幡不動桜湯園,三沢3-25-3,4,数値地図画像,139.41829962,35.65860054
13215,19,19004,サンビレッジ国立,谷保3079-1,4,数値地図画像,
13221,19,19004,特定有料老人ホーム信愛苑,梅園2-4-4,4,数値地図画像,139.50316032,35.77226751
13222,19,19004,カルムコート武蔵野,南沢5-18-38,4,数値地図画像,139.52618132,35.74320197
13224,19,19004,シルバーヴィラ聖蹟桜ケ丘,一の宮2-5-17,4,数値地図画像,139.44492254,35.65316574
13224,19,19004,ナースィングホームひまわり永山,諏訪1-11-2,4,数値地図画像,139.45085329,35.63351265
13225,19,19004,ベストライフたま,平尾1250,4,数値地図画像,
13227,19,19004,グリーン東京,栄町2-6-4,4,数値地図画像,139.72240476,35.80344573
13104,19,19005,けやき荘,西落合1-18-18,3,数値地図画像,139.68128317,35.72166394
13104,19,19005,淀橋荘,北新宿4-1-14,3,数値地図画像,
13108,19,19005,あそか病院,住吉1-18-1,4,数値地図画像,139.81186088,35.68985944
13108,19,19005,さざなみ苑,潮見1-29-23,4,数値地図画像,139.81574339,35.65543593
13108,19,19005,塩崎荘,塩浜2-5-16,3,数値地図画像,139.80540530,35.66230992
13109,19,19005,浜川荘,勝島1-9-11,3,数値地図画像,139.74291870,35.59784923
13112,19,19005,児玉経堂病院,経堂2-5-21,4,数値地図画像,139.63533137,35.65252067
13112,19,19005,千歳荘,千歳台6-15-2,3,数値地図画像,139.60551133,35.65845521
13112,19,19005,有隣病院,船橋2-15-38,4,数値地図画像,139.61848558,35.65144808
13113,19,19005,千駄ヶ谷荘,千駄ヶ谷5-34-3,3,数値地図画像,139.70357148,35.68788784
13114,19,19005,慈生会病院,江古田3-15-2,4,数値地図画像,139.66403712,35.72866823
13114,19,19005,中野江古田病院,江古田4-19-9,4,数値地図画像,139.66320392,35.72738224
13119,19,19005,小豆沢荘,坂下1-4-9,3,数値地図画像,
13121,19,19005,西新井栄荘,西新井栄町3-1-6,3,数値地図画像,139.78373869,35.77486351
13121,19,19005,本木荘,関原1-4-29,3,数値地図画像,139.78971659,35.76174299
13123,19,19005,江戸川病院,東小岩2-24-18,4,数値地図画像,139.89289248,35.72860723
13201,19,19005,光華寮,鑓水428,4,数値地図画像,139.34216283,35.62230586
13201,19,19005,優仁ホーム,美山町1463,4,数値地図画像,139.25731544,35.68475209
13207,19,19005,昭島荘,中神町1260,4,数値地図画像,139.38221471,35.70938537
13207,19,19005,昭島病院,中神町1260,4,数値地図画像,139.38221471,35.70938537
13211,19,19005,あかつき,小川町1-485,4,数値地図画像,139.44037302,35.72765148
13211,19,19005,くるめ園,上水南町4-7-45,4,数値地図画像,139.49102763,35.70879948
13211,19,19005,多摩済生病院,美園町3-11-1,4,数値地図画像,139.48925697,35.74060693
13211,19,19005,黎明寮,小川町1-485,4,数値地図画像,139.44037302,35.72765148
13212,19,19005,光の家神愛園,旭が丘1-17-17,4,数値地図画像,139.37280338,35.65665246
13213,19,19005,さつき荘,富士見町2-8-2,4,数値地図画像,139.53921995,35.65864823
13213,19,19005,村山荘,富士見町2-7-5,4,数値地図画像,139.53908658,35.65948978
13221,19,19005,ベトレヘムの園病院,梅園3-14-72,4,数値地図画像,139.50185210,35.77206750
13221,19,19005,救世軍自省館,竹丘1-17-60,4,数値地図画像,139.50738499,35.76909856
13221,19,19005,清瀬上宮病院,竹丘3-3-33,4,数値地図画像,139.50263821,35.76795968
13224,19,19005,桜ケ丘紀念病院,連光寺1-1-1,4,数値地図画像,139.45760771,35.64781945
13104,19,19006,慈愛寮,百人町2-23-42,4,数値地図画像,139.69658262,35.70272764
13115,19,19006,救世軍婦人寮,和田1-43-11,4,数値地図画像,139.66055844,35.69202511
13120,19,19006,いずみ寮,大泉学園町7-17-13,4,数値地図画像,
13202,19,19006,東京都新生寮,柴崎町4-11-14,2,数値地図画像,
13207,19,19006,いこいの家,中神町1260,4,数値地図画像,139.38221471,35.70938537
13101,19,19007,千代田区立富士見福祉会館,富士見2-3-6,3,数値地図画像,139.74529231,35.69962368
13102,19,19007,中央区立福祉センター,明石町12-1,3,数値地図画像,139.77702985,35.66653091
13103,19,19007,港区立障害保健福祉センター,芝1-8-23,3,数値地図画像,139.75557383,35.65161808
13104,19,19007,(財)鉄道弘済会東京身体障害者福祉センター,北新宿3-27-2,4,数値地図画像,
13104,19,19007,あじさいホーム,西早稲田1-11-10,4,数値地図画像,139.72261333,35.71111908
13104,19,19007,桜雲会点字出版所,高田馬場4-11-14-102,4,数値地図画像,
13104,19,19007,新宿区立あゆみの家,西落合1-30-10,3,数値地図画像,139.67894174,35.72073065
13104,19,19007,新宿区立障害者福祉センター,戸山1-22-2,3,数値地図画像,139.71743352,35.70372253
13104,19,19007,全国身体障害者総合福祉センター,戸山1-22-1,1,数値地図画像,139.71761963,35.70335036
13104,19,19007,聴力障害者情報文化センター,新宿1-23-1新宿マルネビル,4,数値地図画像,139.71413994,35.68878522
13104,19,19007,東京ヘレン・ケラー協会点字出版所,大久保3-14-4,4,数値地図画像,139.70865358,35.70777740
13104,19,19007,東京ヘレンケラー協会点字図書館,大久保3-14-20,4,数値地図画像,139.70835916,35.70783572
13104,19,19007,東京ワークショップ,本塩町10-3,4,数値地図画像,139.72908578,35.69024098
13104,19,19007,東京都視覚障害者生活支援センター,河田町10-10,2,数値地図画像,
13104,19,19007,東京都心身障害者福祉センター,戸山3-17-2,2,数値地図画像,139.71071180,35.70602487
13104,19,19007,日本点字図書館,高田馬場1-23-4,4,数値地図画像,139.70468158,35.71089361
13104,19,19007,日本盲人会連合点字出版所,高田馬場1-10-33,4,数値地図画像,
13104,19,19007,日本盲人会連合点字図書館,高田馬場1-10-33,4,数値地図画像,
13105,19,19007,文京福祉センター,音羽1-22-14,3,数値地図画像,139.72967651,35.71390229
13106,19,19007,つばさ福祉工房,松が谷2-6-2,4,数値地図画像,139.78585026,35.71322341
13106,19,19007,フロム千束,千束3-28-13,3,数値地図画像,139.79362662,35.72308637
13106,19,19007,松が谷福祉会館,松が谷1-4-12,3,数値地図画像,139.78542541,35.71130413
13107,19,19007,すみだ福祉保健センター,向島3-36-7,3,数値地図画像,139.81075043,35.71329353
13108,19,19007,のびのび共同作業所大河,南砂3-5-14OK・BLDG-II4、5F,4,数値地図画像,139.82868907,35.67275921
13108,19,19007,ゆめ工房,北砂1-14-4,4,数値地図画像,139.82412845,35.67919994
13108,19,19007,ロゴス点字図書館,潮見2-10-10日本カトリック会館内,4,数値地図画像,139.81672104,35.65669137
13108,19,19007,江東区まつのみ作業所,亀戸9-6-29,3,数値地図画像,139.84181772,35.69645373
13108,19,19007,江東区障害者福祉センター,扇橋3-7-2,3,数値地図画像,139.82041507,35.68268273
13108,19,19007,自立センターあけぼの,塩浜2-5-20塩浜福祉プラザ3F,4,数値地図画像,139.80538308,35.66193219
13109,19,19007,トット文化館,西品川2-2-16,4,数値地図画像,139.72853860,35.61470499
13109,19,19007,第一さつき園,八潮5-1-1,4,数値地図画像,139.75262876,35.60535143
13109,19,19007,第二さつき園,八潮5-3-8,4,数値地図画像,139.75192613,35.60318780
13109,19,19007,品川区立心身障害者福祉会館,旗の台5-2-2,3,数値地図画像,139.70041907,35.60500276
13110,19,19007,目黒区心身障害者センターあいアイ館,八雲1-1-8,3,数値地図画像,139.67327640,35.62052254
13111,19,19007,大田区立上池台障害者福祉会館,上池台5-5-1,3,数値地図画像,139.70155815,35.59557046
13111,19,19007,大田区立新蒲田福祉センター声の図書室,新蒲田1-18-23,3,数値地図画像,139.71068447,35.55732583
13111,19,19007,東京都大田福祉工場,大森西2-22-26,2,数値地図画像,139.72820407,35.57540978
13112,19,19007,コーポ友愛,砧3-9-11,4,数値地図画像,139.61357280,35.63575279
13112,19,19007,信愛福祉協会点字出版部,喜多見9-6-2,4,数値地図画像,139.58720264,35.63771847
13112,19,19007,世田谷区立岡本福祉作業ホーム玉堤分場,玉堤2-3-1,3,数値地図画像,139.64878792,35.59852477
13112,19,19007,世田谷区立身体障害者デイサービスセンターふらっと,下馬2-20-14パーム下馬,3,数値地図画像,139.67540619,35.64063975
13112,19,19007,世田谷区立総合福祉センター,松原6-41-7,3,数値地図画像,139.64979394,35.65643171
13112,19,19007,世田谷更生館,砧3-9-11,4,数値地図画像,139.61357280,35.63575279
13112,19,19007,泉の家,岡本2-33-23,4,数値地図画像,139.61691775,35.62363523
13112,19,19007,東京都世田谷区立岡本福祉作業ホーム,岡本2-33-24,3,数値地図画像,139.61715939,35.62360191
13112,19,19007,東京都用賀技能開発学院,上用賀1-22-20,2,数値地図画像,
13112,19,19007,友愛デイサービスセンター,砧3-9-11,4,数値地図画像,139.61357280,35.63575279
13112,19,19007,友愛園,砧3-9-11,4,数値地図画像,139.61357280,35.63575279
13114,19,19007,コロニー印刷所,江原町2-6-7,4,数値地図画像,139.66831451,35.72915718
13114,19,19007,中野区障害者福祉会館,沼袋2-40-18,3,数値地図画像,139.66304021,35.72359654
13114,19,19007,中野区立かみさぎこぶし園,上鷺宮1-21-30,3,数値地図画像,139.63602831,35.72994235
13115,19,19007,あしたの会中途障害者の第３福祉作業所,天沼1-46-10森岡ビル1階,4,数値地図画像,139.62909361,35.71169695
13115,19,19007,あしたの会中途障害者の第一作業所,成田東5-39-10畠山ビル2F,4,数値地図画像,139.63404097,35.69984843
13115,19,19007,あしたの会中途障害者の第二福祉作業所,善福寺3-2-14ゴールデンマンション104,4,数値地図画像,139.59426008,35.71751760
13115,19,19007,チャレンジ,上荻2-37-10keiビル2F,4,数値地図画像,139.61155345,35.70966616
13115,19,19007,ワークショップ・かたつむり,和田1-15-18アテナビル2F,4,数値地図画像,130.42381476,33.54503972
13115,19,19007,社会福祉法人視覚障害者支援総合センター,上荻2-37-10keiビル3F,4,数値地図画像,139.61155345,35.70966616
13115,19,19007,杉並区立こすもす生活園,堀ノ内1-27-9,3,数値地図画像,139.64824029,35.68722256
13115,19,19007,杉並区立なのはな生活園,宮前2-22-4,3,数値地図画像,139.61344846,35.69221543
13115,19,19007,杉並障害者福祉会館,高井戸東4-10-5,3,数値地図画像,139.61780101,35.68945476
13116,19,19007,啓成会義肢研究製作所,北大塚1-13-8,4,数値地図画像,139.73138402,35.73184472
13116,19,19007,豊島区立心身障害者福祉センター,目白5-18-8,3,数値地図画像,139.69585404,35.72407520
13116,19,19007,豊島区立中央図書館,東池袋5-39-18,3,数値地図画像,139.72557633,35.72820055
13117,19,19007,東京都障害者総合スポーツセンター,十条台1-2-2,2,数値地図画像,139.72398652,35.75376426
13117,19,19007,北区立昭和町福祉工房,昭和町3-10-7,3,数値地図画像,135.51800962,34.62677279
13117,19,19007,北区立障害者福祉センター,中十条1-2-18,3,数値地図画像,139.72958868,35.75759451
13117,19,19007,北区立赤羽西福祉工房,赤羽西5-7-1,3,数値地図画像,139.71060344,35.77525292
13118,19,19007,荒川区立心身障害者福祉センター,荒川1-53-9,3,数値地図画像,139.78510833,35.73292497
13119,19,19007,加賀福祉園,加賀1-7-2,3,数値地図画像,139.71871472,35.75419186
13119,19,19007,東京都聴覚障害者生活支援センター,志村2-19-5,2,数値地図画像,139.68785249,35.77528569
13119,19,19007,東京都板橋福祉工場,高島平9-42-1,2,数値地図画像,
13119,19,19007,板橋区立障害者福祉センター,高島平9-25-12,3,数値地図画像,139.66817605,35.79048032
13120,19,19007,財団法人アイメイト協会,関町北2-8-7,4,数値地図画像,139.57645020,35.72375536
13120,19,19007,身体障害者デイサービスセンター土支田創生苑,土支田3-4-20,4,数値地図画像,139.60986268,35.75959383
13120,19,19007,身体障害者療護施設土支田創生苑,土支田3-4-20,4,数値地図画像,139.60986268,35.75959383
13120,19,19007,東京都大泉就労支援ホーム,大泉学園町9-4-2,2,数値地図画像,139.59486377,35.77565220
13120,19,19007,東京都練馬就労支援ホーム,西大泉5-36-2,2,数値地図画像,139.56501380,35.76007860
13120,19,19007,練馬区立心身障害者福祉センター,貫井1-9-1,3,数値地図画像,139.63562523,35.73817198
13121,19,19007,ディサービスセンターかえで,皿沼2-8-8,4,数値地図画像,139.76818944,35.79045843
13121,19,19007,綾瀬あかしあ園,綾瀬7-2-5,4,数値地図画像,139.82416306,35.77460611
13121,19,19007,花畑共同作業所,辰沼1-9-14-101,4,数値地図画像,
13121,19,19007,小規模療護施設かえで,皿沼2-8-8,4,数値地図画像,139.76818944,35.79045843
13121,19,19007,足立あかしあ園,青井4-30-5,4,数値地図画像,139.81967726,35.77651971
13121,19,19007,足立区西部障害福祉総合センター,谷在家3-13-1,3,数値地図画像,139.76576752,35.78836137
13121,19,19007,足立区大谷田ホーム,大谷田1-44-3,3,数値地図画像,139.84528618,35.77998614
13121,19,19007,足立区大谷田就労支援センター,大谷田1-44-3,3,数値地図画像,139.84528618,35.77998614
13121,19,19007,足立区東部障害福祉総合センター,神明南2-6-18,3,数値地図画像,139.83308137,35.78785454
13122,19,19007,葛飾区高砂福祉館,高砂5-10-1,3,数値地図画像,139.86401338,35.75181222
13122,19,19007,葛飾区心身障害者福祉会館,西新小岩4-33-3,3,数値地図画像,139.85297989,35.71909319
13122,19,19007,葛飾区白鳥福祉館,白鳥4-8-1,3,数値地図画像,139.84639537,35.75240923
13122,19,19007,東京都葛飾福祉工場,金町2-8-20,2,数値地図画像,139.86912376,35.76454654
13123,19,19007,もぐらの家,春江町3-21-6,4,数値地図画像,139.88881907,35.69336020
13201,19,19007,ふきのとう,東浅川町553-39,4,数値地図画像,139.29407451,35.64465195
13201,19,19007,浅川園,川口町1543,4,数値地図画像,139.29685620,35.68321708
13201,19,19007,東京都八王子自立ホーム,千人町4-14-15,2,数値地図画像,139.30725634,35.65419284
13201,19,19007,八王子市心身障害者福祉センター,台町2-7-22,3,数値地図画像,139.32123867,35.64909100
13201,19,19007,八王子市東浅川保健福祉センター,東浅川町551-1,3,数値地図画像,139.29196355,35.64523516
13201,19,19007,八王子市南大沢保健福祉センター,南大沢2-27,3,数値地図画像,139.37926012,35.61194113
13202,19,19007,立川リハビリ,富士見町7-33-3,4,数値地図画像,139.39872788,35.68979641
13202,19,19007,立川市総合福祉センター,富士見町2-36-47,3,数値地図画像,139.40184107,35.70135350
13203,19,19007,ワークセンターけやき,吉祥寺北町4-11-16,4,数値地図画像,139.56590144,35.71575048
13203,19,19007,在宅障害者デイ・サービス施設デイセンターふれあい,吉祥寺北町4-11-16,4,数値地図画像,139.56590144,35.71575048
13203,19,19007,武蔵野市障害者福祉センター,八幡町4-28-13,3,数値地図画像,139.55445781,35.72001086
13204,19,19007,三鷹市北野ハピネスセンター,北野1-9-29,3,数値地図画像,139.58614828,35.67989941
13204,19,19007,東京点字出版所,下連雀3-32-10,4,数値地図画像,139.56055265,35.69847178
13205,19,19007,たましろの郷,長渕5-1420-2,4,数値地図画像,139.25812339,35.76810586
13205,19,19007,青梅市自立センター,今井5-2434-2,3,数値地図画像,139.32837753,35.79343548
13206,19,19007,こむぎ工房,若松町3-31-4,4,数値地図画像,139.50385286,35.67518138
13206,19,19007,社会福祉法人ひばり福祉会むさし結いの家,武蔵台1-8-18大貫ビル1F,4,数値地図画像,
13206,19,19007,西府結いの家,西府町5-18-17,4,数値地図画像,139.45192393,35.67526624
13206,19,19007,府中共同作業所,寿町3-3-6,4,数値地図画像,
13206,19,19007,府中市立心身障害者福祉センター,南町5-38,3,数値地図画像,139.46778710,35.65488833
13206,19,19007,府中療育センター,武蔵台2-9-2,2,数値地図画像,
13207,19,19007,昭島市保健福祉センター,昭和町4-7-1,3,数値地図画像,139.36412472,35.71083485
